,District,Sector,Cellule,Village,Vill_Code,,NEP results,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Nyabugogo,Ubucuruzi,11060405,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Nyabugogo,Umutekano,11060406,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Rugenge,Imihigo,11060501,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Rugenge,Impala,11060502,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Rugenge,Rugenge,11060503,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Rugenge,Ubumanzi,11060504,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Indamutsa,11060601,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Ingoro,11060602,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Inkingi,11060603,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Intiganda,11060604,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Iwacu,11060605,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Tetero,Tetero,11060606,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Muhima,Ubumwe,Isangano,11060703,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Kabusunzu,11070101,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Munanira,11070102,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Ntaraga,11070103,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Nyagasozi,11070104,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira I,Rurembo,11070105,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Gasiza,11070201,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Kamwiza,11070202,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Kanyange,11070203,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Karudandi,11070204,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Kigabiro,11070205,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Kokobe,11070206,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Mucyuranyan,11070207,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Munanira Ii,Nkundumuri,11070208,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Akinkware,11070301,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Gapfupfu,11070302,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Gasiza,11070303,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Kariyeri,11070304,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Kokobe,11070305,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Munini,11070306,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Nyakabanda,11070307,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda I,Rwagitanga,11070308,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Ibuhoro,11070401,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kabeza,11070402,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kanyiranganj,11070403,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Karujongi,11070404,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kigarama,11070405,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kirwa,11070406,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Amizero,11080101,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Gabiro,11080102,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Imanzi,11080103,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Ingenzi,11080104,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Intwari,11080105,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Karisimbi,11080106,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Mahoro,11080107,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Mpano,11080108,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Muhabura,11080109,9,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Muhoza,11080110,10,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Munini,11080111,11,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Rugero,11080112,12,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Cyivugiza,Shema,11080113,13,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Gasharu,Kagunga,11080201,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Gasharu,Karukoro,11080202,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Gasharu,Rwintare,11080203,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Akanyana,11080301,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Akanyirazani,11080302,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Akarekare,11080303,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Akatabaro,11080304,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Irembo,11080305,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Itaba,11080306,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Kiberinka,11080307,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Mumena,11080308,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Mumena,Rwampara,11080309,9,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Gatare,11080401,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Kiberinka,11080402,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Munanira,11080403,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Riba,11080404,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Rubona,11080405,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Rugarama,11080406,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Runyinya,11080407,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Rusisiro,11080408,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyamirambo,Rugarama,Tetero,11080409,9,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Agatare,11090101,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Amajyambere,11090102,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Inyambo,11090103,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Meraneza,11090104,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Uburezi,11090105,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Umucyo,11090106,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Agatare,Umurava,11090107,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Biryogo,11090201,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Gabiro,11090202,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Isoko,11090203,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Nyiranuma,11090204,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Biryogo,Umurimo,11090205,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Amizero,11090301,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Cercle Sporti,11090302,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ganza,11090303,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Imena,11090304,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Indangamirw,11090305,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ingenzi,11090306,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Inyarurembo,11090307,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Ishema,11090308,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Isibo,11090309,9,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Muhabura,11090310,10,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Rugunga,11090311,11,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Kiyovu,Sugira,11090312,12,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Amahoro,11090401,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Gacaca,11090402,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Intwari,11090403,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Rwampara,11090404,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Umucyo,11090405,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Nyarugenge,Rwampara,Umuganda,11090406,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Kabuguru I,Muhoza,11100101,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Kabuguru I,Muhuza,11100102,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Kabuguru I,Mumararungu,11100103,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Kabuguru I,Murambi,11100104,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Kabuguru Ii,Buhoro,11100201,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Kabuguru Ii,Gasabo,11100202,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Kabuguru Ii,Mutara,11100203,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Kabuguru Ii,Ubusabane,11100204,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Rwezamenyo,Abatarushwa,11100301,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Rwezamenyo,Indatwa,11100302,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Rwezamenyo,Inkerakubanz,11100303,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Rwezamenyo,Intwari,11100304,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Rwezamenyo,Amahoro,11100401,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Rwezamenyo,Umucyo,11100402,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Nyarugenge,Rwezameny,Rwezamenyo,Urumuri,11100403,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Kinyaga,Akakaza,12010101,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Kinyaga,Muhozi,12010104,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Kinyaga,Rubungo,12010105,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Kinyaga,Ryakigogo,12010106,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Kinyaga,Zindiro,12010107,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Musave,Kagarama,12010201,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Musave,Kayumba,12010202,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Musave,Ramba,12010203,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Musave,Rebero,12010204,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Musave,Rugando,12010205,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Mvuzo,Kigabiro,12010301,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Mvuzo,Kiyoro,12010302,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Mvuzo,Murarambo,12010303,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Mvuzo,Nkona,12010304,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Mvuzo,Nyakabingo,12010305,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Mvuzo,Rukoma,12010306,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Ngara,Birembo,12010401,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Ngara,Gisasa,12010402,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Ngara,Munini,12010403,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Ngara,Ruhinga,12010404,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Ngara,Uwaruraza,12010405,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nkuzuzu,Akabenejuru,12010501,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nkuzuzu,Akasedogo,12010502,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nkuzuzu,Akimpama,12010503,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nkuzuzu,Burima,12010504,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nkuzuzu,Kityazo,12010505,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Bushya,12010601,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Gikumba,12010602,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Kamutamu,12010603,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Karama,12010604,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Kayenzi,12010605,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Kigara,12010606,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Kiriza,12010607,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Masizi,12010608,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Mbogo,12010609,9,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyabikenke,Nyampamo,12010610,10,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyagasozi,Akanyiramug,12010701,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyagasozi,Akigabiro,12010702,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyagasozi,Gishaka,12010703,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyagasozi,Kabuye,12010704,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyagasozi,Mpabwa,12010705,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyagasozi,Nyagasambu,12010706,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Bumbogo,Nyagasozi,Urutarishong,12010707,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Akamamana,12020101,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Akimihigo,12020102,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Bigega,12020103,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Busasamana,12020104,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Kingasire,12020105,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Kumuyange,12020106,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Muremera,12020107,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Nyagasozi,12020108,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Rugoro,12020109,9,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Rwesero,12020110,10,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Karuruma,Tetero,12020111,11,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Agakomeye,12020201,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Gashubi,12020202,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Gisiza,12020203,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Hanika,12020204,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Juru,12020205,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Kibaya,12020206,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Mpakabavu,12020207,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Musango,12020208,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Ndengo,12020209,9,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Nyakabande,12020210,10,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Nyakanunga,12020211,11,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Rubonobono,12020212,12,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Runyonza,12020213,13,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Rusoro,12020214,14,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Ruvumero,12020215,15,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamabuye,Uwagatovu,12020216,16,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Agataramo,12020301,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Akamwunguz,12020302,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Akarubimbur,12020303,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Akisoko,12020304,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Amarembo,12020305,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Amizero,12020306,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Bwiza,12020307,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Ihuriro,12020308,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Isangano,12020309,9,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Kanyonyomb,12020310,10,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Nyakariba,12020311,11,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gatsata,Nyamugari,Rwakarihejur,12020312,12,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Gasagara,Bwimiyange,12030101,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Gasagara,Bwingeyo,12030102,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Gasagara,Gasagara,12030103,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Gasagara,Rugwiza,12030104,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Gicaca,Ntaganzwa,12030201,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Gicaca,Nyagasozi,12030202,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Gicaca,Nyagisozi,12030203,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Gicaca,Ruganda,12030204,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Kibara,Gahinga,12030301,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Kibara,Gasharu,12030302,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Kibara,Kibobo,12030303,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Kibara,Nombe,12030304,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Munini,Munini,12030401,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Munini,Mutokerezwa,12030402,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Munini,Rudakabukir,12030403,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Munini,Runyinya,12030404,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Murambi,Kimisebeya,12030501,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Murambi,Kivugiza,12030502,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Murambi,Rugarama,12030503,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gikomero,Murambi,Twina,12030504,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Musezero,Amajyambere,12040101,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Musezero,Amarembo,12040102,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Musezero,Byimana,12040103,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Musezero,Gasave,12040104,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Musezero,Gasharu,12040105,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Musezero,Kagara,12040106,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Musezero,Nyakariba,12040107,7,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Musezero,Rwinyana,12040108,8,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Ruhango,Kanyinya,12040201,1,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Ruhango,Kumukenke,12040202,2,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Ruhango,Murambi,12040203,3,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Ruhango,Ntora,12040204,4,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Ruhango,Rukeri,12040205,5,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Gisozi,Ruhango,Umurava,12040206,6,GE,,,,,,,,,,,
Umujyi wa Kigali,Gasabo,Jabana,Akamatamu,Akamatamu,12050101,1,GE,,,,,,,,,,,
